Customer ID,Category,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Year_x,Month,Weekday,Payment Method Encoded,Location Encoded,Cat_Fitness,Cat_Food,Cat_Friend Activities,Cat_Gifts,Cat_Groceries,Cat_Hobbies,Cat_Housing and Utilities,Cat_Medical/Dental,Cat_Personal Hygiene,Cat_Shopping,Cat_Subscriptions,Cat_Transportation,Cat_Travel,Country,Expenditure_Per_Capita,Year_y,Spending_Difference
CUST_0064,Groceries,Milk,2,3.23,6.46,Debit Card,Mobile App,2024-04-18,2024,4,Thursday,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43924.54
CUST_0021,Travel,Taxi/Uber,1,27.09,27.09,Debit Card,Mobile App,2023-01-14,2023,1,Saturday,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43903.91
CUST_0050,Medical/Dental,Doctor Visit,1,55.31,55.31,Debit Card,Online,2023-06-28,2023,6,Wednesday,2,2,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43875.69
CUST_0109,Transportation,Public Transit,1,7.15,7.15,Credit Card,In-store,2023-03-16,2023,3,Thursday,1,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43923.85
CUST_0156,Medical/Dental,Medicine,1,50.92,50.92,Digital Wallet,Online,2023-12-29,2023,12,Friday,3,2,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43880.08
CUST_0083,Food,Fast Food,2,8.07,16.14,Credit Card,Mobile App,2023-06-05,2023,6,Monday,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43914.86
CUST_0180,Shopping,Shoes,2,101.8,203.6,Credit Card,Mobile App,2024-06-13,2024,6,Thursday,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43727.4
CUST_0028,Transportation,Public Transit,1,7.13,7.13,Debit Card,Online,2023-07-03,2023,7,Monday,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43923.87
CUST_0140,Groceries,Vegetables,5,5.08,25.39,Credit Card,Mobile App,2023-05-16,2023,5,Tuesday,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43905.61
CUST_0038,Gifts,Kids Games,5,38.61,193.03,Debit Card,Online,2023-01-07,2023,1,Saturday,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43737.97
CUST_0191,Gifts,Jewelry,3,83.58,250.74,Credit Card,Mobile App,2024-05-25,2024,5,Saturday,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43680.26
CUST_0001,Housing and Utilities,Gas Bill,1,122.46,122.46,Credit Card,Online,2024-07-21,2024,7,Sunday,1,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43808.54
CUST_0073,Shopping,Car,1,48275.65,48275.65,Debit Card,In-store,2023-09-30,2023,9,Saturday,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,4344.6500000000015
CUST_0107,Fitness,Yoga Class,4,11.74,46.95,Digital Wallet,In-store,2024-08-02,2024,8,Friday,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43884.05
CUST_0058,Transportation,Gas,1,47.95,47.95,Cash,In-store,2023-08-09,2023,8,Wednesday,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43883.05
CUST_0136,Groceries,Milk,3,3.94,11.83,Debit Card,Online,2024-09-29,2024,9,Sunday,2,2,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43919.17
CUST_0043,Medical/Dental,Doctor Visit,1,841.42,841.42,Cash,In-store,2023-01-05,2023,1,Thursday,0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43089.58
CUST_0145,Transportation,Gas,1,38.49,38.49,Debit Card,In-store,2023-12-06,2023,12,Wednesday,2,0,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43892.51
CUST_0042,Gifts,Kids Games,3,45.98,137.95,Cash,Mobile App,2024-03-25,2024,3,Monday,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43793.05
CUST_0046,Travel,Plane Ticket,1,287.3,287.3,Digital Wallet,Mobile App,2024-03-03,2024,3,Sunday,3,1,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43643.7
CUST_0011,Subscriptions,Streaming Service,1,16.16,16.16,Cash,In-store,2024-08-02,2024,8,Friday,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43914.84
CUST_0129,Housing and Utilities,Water Bill,1,24.11,24.11,Credit Card,Online,2023-01-11,2023,1,Wednesday,1,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43906.89
CUST_0024,Travel,Plane Ticket,1,449.0,449.0,Cash,Online,2023-09-06,2023,9,Wednesday,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43482.0
CUST_0130,Personal Hygiene,Shampoo,1,7.08,7.08,Credit Card,Mobile App,2024-05-10,2024,5,Friday,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43923.92
CUST_0071,Gifts,Jewelry,2,292.12,584.24,Cash,Online,2024-11-29,2024,11,Friday,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43346.76
CUST_0057,Transportation,Public Transit,1,9.22,9.22,Cash,Online,2023-04-01,2023,4,Saturday,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43921.78
CUST_0091,Friend Activities,Dinner with Friends,2,98.7,197.4,Debit Card,In-store,2023-02-20,2023,2,Monday,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43733.6
CUST_0147,Housing and Utilities,Electricity Bill,1,86.5,86.5,Debit Card,Online,2023-01-26,2023,1,Thursday,2,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43844.5
CUST_0030,Transportation,Gas,1,85.13,85.13,Digital Wallet,Mobile App,2023-11-05,2023,11,Sunday,3,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43845.87
CUST_0042,Personal Hygiene,Skin Care Products,4,596.22,2384.87,Debit Card,Online,2023-04-19,2023,4,Wednesday,2,2,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-41546.13
CUST_0193,Food,Coffee,4,7.04,28.14,Credit Card,Online,2023-04-08,2023,4,Saturday,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43902.86
CUST_0053,Hobbies,Art Supplies,3,23.52,70.57,Debit Card,Mobile App,2024-05-31,2024,5,Friday,2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43860.43
CUST_0027,Hobbies,Art Supplies,1,51.34,51.34,Digital Wallet,In-store,2024-09-19,2024,9,Thursday,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43879.66
CUST_0063,Shopping,Clothes,5,50.16,250.78,Debit Card,In-store,2024-01-17,2024,1,Wednesday,2,0,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43680.22
CUST_0147,Food,Restaurant Meal,3,47.99,143.96,Cash,Online,2023-08-01,2023,8,Tuesday,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43787.04
CUST_0132,Medical/Dental,Dentist Visit,1,384.67,384.67,Cash,Mobile App,2024-09-22,2024,9,Sunday,0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43546.33
CUST_0022,Gifts,Kids Games,3,74.01,222.02,Cash,Mobile App,2023-06-24,2023,6,Saturday,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43708.98
CUST_0182,Gifts,Jewelry,2,241.16,482.32,Cash,Online,2023-12-13,2023,12,Wednesday,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43448.68
CUST_0188,Housing and Utilities,Gas Bill,1,128.95,128.95,Digital Wallet,Mobile App,2024-01-06,2024,1,Saturday,3,1,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43802.05
CUST_0154,Shopping,Car,4,53291.61,213166.43,Debit Card,Mobile App,2023-07-07,2023,7,Friday,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,169235.43
CUST_0048,Fitness,Personal Trainer,4,198.94,795.78,Debit Card,Online,2024-02-03,2024,2,Saturday,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43135.22
CUST_0122,Shopping,Shoes,1,115.84,115.84,Debit Card,Mobile App,2024-01-25,2024,1,Thursday,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43815.16
CUST_0145,Personal Hygiene,Shampoo,1,11.02,11.02,Cash,Mobile App,2023-07-11,2023,7,Tuesday,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43919.98
CUST_0096,Food,Coffee,4,6.49,25.96,Cash,Mobile App,2023-04-22,2023,4,Saturday,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43905.04
CUST_0104,Personal Hygiene,Skin Care Products,2,83.4,166.81,Digital Wallet,Mobile App,2023-08-23,2023,8,Wednesday,3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43764.19
CUST_0076,Friend Activities,Dinner with Friends,2,66.62,133.23,Cash,In-store,2024-07-04,2024,7,Thursday,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43797.77
CUST_0107,Subscriptions,Streaming Service,1,19.32,19.32,Credit Card,Online,2024-03-16,2024,3,Saturday,1,2,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43911.68
CUST_0126,Gifts,Flowers,5,49.37,246.87,Credit Card,In-store,2024-11-20,2024,11,Wednesday,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43684.13
CUST_0194,Fitness,Personal Trainer,2,84.49,168.97,Credit Card,Online,2024-09-26,2024,9,Thursday,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43762.03
CUST_0159,Fitness,Personal Trainer,2,118.44,236.88,Credit Card,In-store,2023-05-23,2023,5,Tuesday,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43694.12
CUST_0035,Medical/Dental,Dentist Visit,1,147.11,147.11,Credit Card,Mobile App,2024-06-29,2024,6,Saturday,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43783.89
CUST_0033,Food,Restaurant Meal,2,92.77,185.54,Credit Card,Online,2023-02-10,2023,2,Friday,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43745.46
CUST_0116,Food,Coffee,1,6.17,6.17,Cash,Online,2023-11-02,2023,11,Thursday,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43924.83
CUST_0195,Groceries,Snacks,5,6.48,32.4,Digital Wallet,Mobile App,2024-12-26,2024,12,Thursday,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43898.6
CUST_0076,Subscriptions,Streaming Service,1,12.79,12.79,Credit Card,In-store,2023-08-22,2023,8,Tuesday,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43918.21
CUST_0115,Subscriptions,Magazine,1,9.07,9.07,Credit Card,In-store,2024-09-30,2024,9,Monday,1,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43921.93
CUST_0109,Groceries,Bread,5,1.36,6.81,Debit Card,Mobile App,2024-06-24,2024,6,Monday,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43924.19
CUST_0002,Medical/Dental,Doctor Visit,1,666.26,666.26,Credit Card,Online,2024-04-30,2024,4,Tuesday,1,2,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43264.74
CUST_0112,Shopping,Car,2,37755.26,75510.53,Debit Card,Online,2023-01-25,2023,1,Wednesday,2,2,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,31579.53
CUST_0066,Food,Fast Food,2,14.35,28.7,Digital Wallet,Mobile App,2023-08-03,2023,8,Thursday,3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43902.3
CUST_0020,Friend Activities,Movie Tickets,1,19.25,19.25,Debit Card,In-store,2024-07-06,2024,7,Saturday,2,0,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43911.75
CUST_0022,Gifts,Jewelry,4,199.15,796.62,Debit Card,Mobile App,2024-12-15,2024,12,Sunday,2,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43134.38
CUST_0008,Transportation,Car Repair,1,370.23,370.23,Digital Wallet,Online,2023-03-10,2023,3,Friday,3,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43560.77
CUST_0077,Medical/Dental,Dentist Visit,1,230.99,230.99,Debit Card,Mobile App,2024-12-13,2024,12,Friday,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43700.01
CUST_0146,Food,Coffee,5,2.51,12.56,Digital Wallet,In-store,2024-02-08,2024,2,Thursday,3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43918.44
CUST_0197,Food,Restaurant Meal,4,68.9,275.61,Credit Card,In-store,2023-04-19,2023,4,Wednesday,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43655.39
CUST_0198,Fitness,Personal Trainer,5,74.77,373.84,Credit Card,Online,2023-07-13,2023,7,Thursday,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43557.16
CUST_0164,Personal Hygiene,Toothpaste,5,2.59,12.97,Debit Card,In-store,2023-02-08,2023,2,Wednesday,2,0,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43918.03
CUST_0121,Friend Activities,Movie Tickets,5,6.45,32.24,Debit Card,Online,2024-01-28,2024,1,Sunday,2,2,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43898.76
CUST_0070,Hobbies,Crochet Supplies,5,54.49,272.47,Digital Wallet,In-store,2023-06-26,2023,6,Monday,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43658.53
CUST_0028,Fitness,Workout Equipment,1,94.52,94.52,Digital Wallet,Mobile App,2024-11-15,2024,11,Friday,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43836.48
CUST_0042,Medical/Dental,Medicine,1,525.43,525.43,Digital Wallet,Online,2024-04-18,2024,4,Thursday,3,2,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43405.57
CUST_0188,Food,Fast Food,4,9.35,37.41,Credit Card,In-store,2023-07-22,2023,7,Saturday,1,0,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43893.59
CUST_0156,Subscriptions,Streaming Service,1,14.48,14.48,Digital Wallet,In-store,2024-01-06,2024,1,Saturday,3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,United States,43931,2021,-43916.52
CUST_0058,Transportation,Public Transit,1,7.96,7.96,Cash,Online,2024-08-22,2024,8,Thursday,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43923.04
CUST_0022,Groceries,Meat,2,4.88,9.77,Debit Card,In-store,2024-04-18,2024,4,Thursday,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43921.23
CUST_0041,Shopping,Car,3,7426.56,22279.68,Digital Wallet,Mobile App,2024-12-03,2024,12,Tuesday,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-21651.32
CUST_0052,Food,Restaurant Meal,4,66.28,265.11,Cash,Mobile App,2023-03-27,2023,3,Monday,0,1,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43665.89
CUST_0072,Shopping,Clothes,4,85.88,343.53,Digital Wallet,Mobile App,2024-04-22,2024,4,Monday,3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43587.47
CUST_0185,Transportation,Public Transit,1,2.52,2.52,Cash,Online,2023-06-28,2023,6,Wednesday,0,2,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43928.48
CUST_0047,Travel,Plane Ticket,1,339.75,339.75,Digital Wallet,Online,2024-11-02,2024,11,Saturday,3,2,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43591.25
CUST_0189,Housing and Utilities,Rent,1,6872.4,6872.4,Credit Card,Online,2024-04-30,2024,4,Tuesday,1,2,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-37058.6
CUST_0052,Transportation,Car Repair,1,108.64,108.64,Cash,Mobile App,2024-07-06,2024,7,Saturday,0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,United States,43931,2021,-43822.36
CUST_0176,Friend Activities,Concert Tickets,1,196.95,196.95,Cash,Online,2024-01-16,2024,1,Tuesday,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43734.05
CUST_0004,Gifts,Gift Cards,5,67.51,337.53,Debit Card,Online,2025-01-03,2025,1,Friday,2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43593.47
CUST_0043,Personal Hygiene,Shampoo,5,9.95,49.73,Credit Card,Mobile App,2023-07-17,2023,7,Monday,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43881.27
CUST_0041,Food,Coffee,3,2.47,7.42,Credit Card,Online,2024-01-22,2024,1,Monday,1,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43923.58
CUST_0103,Gifts,Jewelry,2,310.18,620.37,Digital Wallet,Online,2023-09-15,2023,9,Friday,3,2,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43310.63
CUST_0005,Food,Coffee,5,6.03,30.16,Cash,Online,2023-05-19,2023,5,Friday,0,2,False,True,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43900.84
CUST_0007,Fitness,Workout Equipment,5,130.17,650.84,Cash,Mobile App,2024-12-17,2024,12,Tuesday,0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43280.16
CUST_0135,Fitness,Workout Equipment,1,440.95,440.95,Cash,In-store,2023-05-16,2023,5,Tuesday,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43490.05
CUST_0010,Housing and Utilities,Gas Bill,1,199.56,199.56,Cash,In-store,2023-11-20,2023,11,Monday,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,United States,43931,2021,-43731.44
CUST_0065,Fitness,Workout Equipment,1,119.1,119.1,Debit Card,In-store,2024-01-12,2024,1,Friday,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43811.9
CUST_0145,Gifts,Gift Cards,1,41.63,41.63,Credit Card,In-store,2023-11-17,2023,11,Friday,1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43889.37
CUST_0033,Gifts,Gift Cards,4,42.07,168.29,Debit Card,In-store,2023-02-01,2023,2,Wednesday,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43762.71
CUST_0007,Groceries,Milk,4,1.15,4.6,Credit Card,Online,2023-12-30,2023,12,Saturday,1,2,False,False,False,False,True,False,False,False,False,False,False,False,False,United States,43931,2021,-43926.4
CUST_0143,Travel,Hotel Stay,1,160.75,160.75,Cash,In-store,2023-08-12,2023,8,Saturday,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43770.25
CUST_0042,Friend Activities,Dinner with Friends,5,82.1,410.51,Cash,Online,2024-10-04,2024,10,Friday,0,2,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43520.49
CUST_0007,Medical/Dental,Dentist Visit,1,358.14,358.14,Digital Wallet,Mobile App,2024-06-01,2024,6,Saturday,3,1,False,False,False,False,False,False,False,True,False,False,False,False,False,United States,43931,2021,-43572.86
CUST_0036,Travel,Hotel Stay,1,570.55,570.55,Cash,Online,2024-02-19,2024,2,Monday,0,2,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43360.45
CUST_0165,Shopping,Shoes,4,174.96,699.83,Cash,In-store,2024-10-25,2024,10,Friday,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-43231.17
CUST_0107,Personal Hygiene,Soap,1,2.81,2.81,Credit Card,In-store,2024-05-11,2024,5,Saturday,1,0,False,False,False,False,False,False,False,False,True,False,False,False,False,United States,43931,2021,-43928.19
CUST_0046,Hobbies,Books,3,31.43,94.3,Digital Wallet,In-store,2023-03-09,2023,3,Thursday,3,0,False,False,False,False,False,True,False,False,False,False,False,False,False,United States,43931,2021,-43836.7
CUST_0160,Travel,Taxi/Uber,1,42.92,42.92,Debit Card,Mobile App,2024-08-18,2024,8,Sunday,2,1,False,False,False,False,False,False,False,False,False,False,False,False,True,United States,43931,2021,-43888.08
CUST_0194,Shopping,Electronics,2,707.63,1415.26,Debit Card,Mobile App,2024-07-06,2024,7,Saturday,2,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-42515.74
CUST_0030,Gifts,Gift Cards,2,66.58,133.16,Credit Card,Mobile App,2024-09-17,2024,9,Tuesday,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43797.84
CUST_0002,Shopping,Car,1,66772.13,66772.13,Credit Card,Mobile App,2024-01-03,2024,1,Wednesday,1,1,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,22841.130000000005
CUST_0018,Friend Activities,Dinner with Friends,2,50.58,101.16,Debit Card,Mobile App,2024-09-24,2024,9,Tuesday,2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,United States,43931,2021,-43829.84
CUST_0184,Shopping,Car,1,19414.26,19414.26,Cash,Online,2023-12-06,2023,12,Wednesday,0,2,False,False,False,False,False,False,False,False,False,True,False,False,False,United States,43931,2021,-24516.74
